Web Search interest: unemployment
United States; 2004 - present

Interest over time
Week,unemployment
Tucson (Sierra Vista) AZ,32
San Diego CA,32
Lafayette IN,32
Jonesboro AR,32
Richmond-Petersburg VA,31
Sioux City IA,31
Honolulu HI,31
Tyler-Longview(Lufkin & Nacogdoches) TX,31
Corpus Christi TX,30
New Orleans LA,30
Champaign & Springfield-Decatur IL,30
Waco-Temple-Bryan TX,30
Rapid City SD,30
Gainesville FL,29
Columbus GA,29
Salt Lake City UT,28
Harlingen-Weslaco-Brownsville-McAllen TX,28
Sioux Falls(Mitchell) SD,27
Albany GA,27
Austin TX,26
Lubbock TX,26
Minot-Bismarck-Dickinson(Williston) ND,26
Monterey-Salinas CA,26
Santa Barbara-Santa Maria-San Luis Obispo CA,25
Lafayette LA,25
Baton Rouge LA,25
Macon GA,24
Odessa-Midland TX,24
Charlottesville VA,24
San Francisco-Oakland-San Jose CA,23
Harrisonburg VA,23
Amarillo TX,23
Roanoke-Lynchburg VA,10
Presque Isle ME,0
Alpena MI,0
Victoria TX,0
Greenwood-Greenville MS,0
San Angelo TX,0
Meridian MS,0
North Platte NE,0
Laredo TX,0
Glendive MT,0


Top cities for unemployment
City,unemployment
Las Vegas,100
Portland,87
New York,87
Milwaukee,80
Philadelphia,75
Cincinnati,64
St. Louis,64
Seattle,62
Minneapolis,62
Indianapolis,61
Pittsburgh,59
Columbus,57
Chicago,55
Boston,55
Orlando,55



Top searches for unemployment
unemployment benefits,100
unemployment rate,75
unemployment office,70
unemployment pa,55
claim unemployment,55
unemployment ny,55
nys unemployment,50
ohio unemployment,50
florida unemployment,50
unemployment extension,50
unemployment nj,40
texas unemployment,40
unemployment insurance,35
unemployment california,35
oregon unemployment,30
new york unemployment,30
washington unemployment,25
unemployment wisconsin,25
unemployment indiana,20
unemployment ca,20
unemployment illinois,20
michigan unemployment,20
file for unemployment,20
unemployment compensation,20
mn unemployment,15
unemployment claims,15
apply for unemployment,15
washington state unemployment,15
colorado unemployment,15
missouri unemployment,15
unemployment nevada,15
unemployment ma,15
unemployment wa,10
ct unemployment,10
maryland unemployment,10
unemployment nyc,10
unemployment md,10
alabama unemployment,10
unemployment fl,10
minnesota unemployment,10
virginia unemployment,10



Rising searches for unemployment
unemployment extension,+350%
mn unemployment,+250%
claim unemployment,+200%
unemployment wa,+120%
unemployment ma,+100%
apply for unemployment,+90%
nys unemployment,+80%
ohio unemployment,+80%
file for unemployment,+70%
unemployment pa,+70%



